company_name,category_name,status_name,country,state_code,founding_date,funding_type,funded_at,funding_amount
stoke,mobile,operating,USA,CA,2004-01-01,venture,2012-07-18,5000000
jingle-networks,mobile,acquired,USA,NY,2005-09-01,series-b,2006-04-01,26000000
door-to-door-organics,hospitality,operating,USA,CO,2007-01-01,series-a,2012-08-22,2000000
theladders,web,operating,USA,NY,2003-07-01,series-a,2004-11-08,7250000
lexar-media,hardware,operating,USA,CA,1996-01-01,venture,2005-03-29,60000000
charity-water,nonprofit,operating,USA,NY,2006-01-01,series-a,2013-05-13,1700000
centrl,mobile,operating,USA,NY,2008-12-09,angel,2008-12-09,500000
adelja-learning,education,operating,USA,NH,2010-01-01,venture,2012-05-29,285000
mathsoft-engineering-education,software,operating,USA,MA,1984-01-01,series-b,2005-03-09,3000000
mobestream-media-inc,mobile,acquired,USA,TX,2008-10-20,series-a,2011-02-02,1750000
dealbase-corporation,web,operating,USA,CA,2008-06-01,angel,2009-05-08,1000000
say-hey,public_relations,operating,USA,CA,2009-06-16,angel,2009-06-01,95000
ksr,enterprise,operating,USA,MA,1997-01-01,venture,2007-01-22,9000000
locamoda,advertising,operating,USA,MA,2007-01-01,other,2010-05-11,150000
styleseek,fashion,operating,USA,IL,2011-04-01,angel,2013-08-13,750000
nexbio,biotech,operating,USA,CA,2002-01-01,venture,2013-05-29,5000000
lockerdome,social,operating,USA,MO,2008-07-01,angel,2012-06-01,1043000
esperion-therapeutics,biotech,ipo,USA,MI,2008-01-01,series-a,2008-05-01,22750000
sadar-3d,software,operating,USA,MO,2011-01-01,other,2013-04-12,250000
philoptima,consulting,operating,USA,LA,2007-08-07,angel,2007-01-10,200000
maculogix,medical,operating,USA,PA,2004-01-01,series-a,2013-03-11,3600000
thoughtleadr,analytics,operating,USA,CA,2011-05-01,angel,2011-05-16,400000
paynearme,ecommerce,operating,USA,CA,2009-03-01,series-a,2009-05-01,3000000
itson,mobile,operating,USA,CA,2008-01-01,venture,2011-12-05,1500000
cavium-networks,semiconductor,ipo,USA,CA,2000-12-01,venture,2009-12-22,33739230
extreme-enterprises,enterprise,closed,USA,FL,2007-11-28,angel,2008-05-09,100000
medsphere-systems,software,operating,USA,CA,2002-01-01,venture,2009-08-31,12000000
internet-pawn,finance,closed,USA,CO,2009-01-01,venture,2012-11-06,382273
cumulus-funding,finance,operating,USA,IL,,series-a,2012-12-31,850000
anterios,nanotech,operating,USA,NY,,venture,2013-04-09,4744055
ortho-kinematics,biotech,operating,USA,TX,2006-01-01,series-b,2010-12-08,2000000
the-climate-corporation,cleantech,operating,USA,CA,2006-01-01,series-c+,2012-06-14,50000000
inventergy,finance,operating,USA,CA,2012-01-01,other,2013-05-28,7000000
ground-zero-group-corporation,consulting,closed,USA,MN,2009-05-25,angel,2009-05-25,5000
ustream,games_video,operating,USA,CA,2007-01-01,series-a,2008-04-10,11800000
novariant,other,operating,USA,CA,1994-01-01,series-c+,2008-10-31,40000000
ptc-therapeutics,biotech,ipo,USA,NJ,1998-01-01,other,2009-12-02,1000000
dealdrive,software,operating,USA,NY,2012-01-01,venture,2013-07-30,375000
tribotek,hardware,operating,USA,MA,2001-01-01,venture,2005-08-19,13000000
hexatech,hardware,operating,USA,NC,,series-a,2005-11-30,8900000
caserails,legal,operating,USA,NY,2013-05-01,angel,2013-09-01,350000
plurogen-therapeutics,biotech,operating,USA,VA,,series-b,2011-11-14,1225000
agenebio,biotech,operating,USA,IN,2008-01-01,other,2012-09-25,450000
intensedebate,web,acquired,USA,CO,2006-12-01,angel,2007-10-01,500000
syllabuster,education,operating,USA,CA,2012-02-01,angel,2012-02-01,20000
khush,music,acquired,USA,GA,2009-01-01,angel,2009-11-20,120000
speed-trac-technologies,hardware,closed,USA,NC,,venture,2009-12-07,2500000
quikcycle,software,operating,USA,CA,1998-01-01,venture,2007-03-01,8900000
flycast,mobile,operating,USA,PA,2006-01-01,venture,2009-07-22,2100000
revodeals,web,closed,USA,IL,2010-03-01,angel,2010-03-01,25000
onepin,software,operating,USA,MA,2002-01-01,venture,2012-04-20,1200000
acquia,enterprise,operating,USA,MA,2007-12-01,series-b,2009-07-17,8000000
epacube,software,operating,USA,TX,2001-01-01,angel,2012-05-09,727500
polyera,semiconductor,operating,USA,IL,2005-01-01,other,2009-11-24,1040000
arca-biopharma,biotech,operating,USA,CO,,private-equity,2012-01-05,4549285
b-w-tek,hardware,operating,USA,DE,,series-a,2005-01-24,20000000
facebook,social,ipo,USA,CA,2004-02-01,series-c+,2008-03-27,60000000
advanced-magnet-lab,software,operating,USA,FL,1995-01-01,venture,2009-12-18,2130000
adaptive-planning,software,operating,USA,CA,2003-04-01,series-c+,2013-05-21,45000000
tingz,software,operating,USA,TN,2007-04-27,angel,2008-06-26,280000
novel,finance,operating,USA,WA,2010-05-04,other,2012-02-09,110000
conduit,advertising,operating,USA,CA,2005-01-01,series-b,2008-01-01,8000000
onewire,finance,operating,USA,NY,2007-01-01,venture,2010-04-23,1740025
neurotrope-bioscience,biotech,operating,USA,FL,,series-a,2013-09-02,21900000
everbill,software,operating,USA,CA,2012-09-01,angel,2012-09-01,50000
amedica,biotech,operating,USA,UT,2009-11-12,venture,2013-09-16,7505000
inmage-systems,software,operating,USA,CA,2001-01-01,series-c+,2008-09-24,15000000
chameleon-collective,software,operating,USA,FL,2012-01-01,venture,2012-10-10,175000
puresense,cleantech,operating,USA,CA,2002-01-01,venture,2009-12-14,5281191
fiberio,nanotech,operating,USA,TX,2009-01-01,venture,2013-02-25,13000000
planwise,finance,operating,USA,CA,2011-01-05,angel,2011-11-01,60000
petflow,pets,operating,USA,NY,2010-01-01,series-a,2010-11-09,5000000
recondo,enterprise,operating,USA,CO,2007-01-01,private-equity,2013-01-24,20000000
snipi,ecommerce,operating,USA,PA,2007-01-01,series-a,2013-01-11,1500000
solopower,cleantech,operating,USA,CA,2005-01-01,venture,2007-03-05,10000000
neuroptix,biotech,operating,USA,MA,,series-c+,2011-01-07,4600000
carticept-medical,medical,operating,USA,GA,2005-01-01,series-b,2010-03-10,20000000
lot18,hospitality,operating,USA,NY,2010-01-01,venture,2011-08-24,1000000
kasidie-com,web,operating,USA,NV,2008-02-14,angel,2008-02-14,100000
jetaport,travel,operating,USA,NY,2012-06-01,angel,2012-12-31,300000
cell-biosciences,biotech,operating,USA,CA,2001-01-01,series-c+,2009-11-16,15000000
bam-labs,biotech,operating,USA,CA,2010-01-01,venture,2011-03-10,2400000
harvest-power,cleantech,operating,USA,MA,2008-01-01,series-c+,2012-07-19,15000000
facebook,social,ipo,USA,CA,2004-02-01,series-a,2005-05-01,12700000
thetis-pharmaceuticals,biotech,operating,USA,CT,2011-01-01,venture,2012-12-18,5665730
channelinsight-a-business-unit-of-infonow,enterprise,operating,USA,CO,2009-01-01,series-c+,2011-04-20,10000000
eat-club,hospitality,operating,USA,CA,2010-01-01,series-a,2011-06-01,1500000
gomez-inc,consulting,acquired,USA,MA,1997-01-01,venture,2001-11-19,3500000
redpoint-international,biotech,operating,USA,WA,2008-01-01,venture,2013-01-03,25000
sheerid,software,operating,USA,OR,,other,2011-11-30,35000
bigdoor,advertising,operating,USA,WA,2009-06-01,venture,2011-01-01,2250000
sadra-medica,biotech,acquired,USA,CA,2003-01-01,series-a,2004-06-17,9000000
liquidspace,hospitality,operating,USA,CA,2010-01-01,series-a,2011-05-10,3600000
smith-electric-vehicles,manufacturing,operating,USA,MO,2009-01-01,series-b,2010-01-27,25000000
singulex,biotech,operating,USA,CA,2003-01-01,series-c+,2012-03-15,15335540
mri-interventions,medical,operating,USA,TN,1998-01-01,private-equity,2013-02-07,11042021
apigee,enterprise,operating,USA,CA,2004-06-01,venture,2010-02-22,14100000
digabit,software,operating,USA,CO,2008-01-01,angel,2012-01-06,1255000
desktone,network_hosting,operating,USA,MA,2006-01-01,venture,2011-12-16,1630000
general-dynamics,transportation,ipo,USA,VA,1952-01-01,other,2009-12-30,33600000
eyegate-pharmaceuticals,biotech,operating,USA,MA,,other,2013-09-26,968971
celator-pharmaceuticals,biotech,operating,USA,NJ,,series-c+,2010-09-01,20000000
ink-mobility,software,operating,USA,CA,2011-09-01,series-a,2013-06-18,1800000
chromatik,education,operating,USA,CA,2010-01-01,series-a,2013-05-08,5700000
ultra-unlimited,software,operating,USA,CA,2007-01-01,series-a,2011-12-01,2738628
ntag,public_relations,acquired,USA,TX,,series-a,2005-01-01,12000000
greenlight-planet,cleantech,operating,USA,IL,2008-01-01,venture,2012-04-18,4000000
marketshare,analytics,operating,USA,CA,2005-01-01,venture,2013-04-16,38000000
ooyala,analytics,operating,USA,CA,2007-04-05,series-b,2007-12-18,8500000
glycos-biotechnologies,biotech,operating,USA,TX,2007-01-01,venture,2011-09-08,3732218
gryphn,mobile,operating,USA,DC,,other,2013-02-08,150000
cellerant-therapeutics,biotech,operating,USA,CA,,series-a,2012-09-28,2094341
m9-defense,enterprise,operating,USA,WA,2009-01-01,venture,2012-05-10,329945
lantos-technologies,hardware,operating,USA,MA,2009-10-14,other,2013-06-04,1450000
star-analytics,software,acquired,USA,CA,2004-01-01,series-a,2007-07-18,3500000
homeaway,travel,ipo,USA,TX,2005-02-01,series-a,2005-01-01,49000000
discera,semiconductor,operating,USA,CA,2001-01-01,series-c+,2007-03-26,17500000
cyclacel-pharmaceuticals,biotech,operating,USA,NJ,,private-equity,2012-05-01,3036000
accelgolf,mobile,closed,USA,MA,2008-08-01,other,2008-01-01,15282
reppify,analytics,operating,USA,CA,2009-05-01,angel,2009-10-15,250000
ovascience,biotech,operating,USA,MA,,venture,2012-08-07,4000000
thatgamecompany,games_video,operating,USA,CA,,venture,2012-06-14,5500000
synbody-biotechnology,biotech,operating,USA,CT,,angel,2012-03-13,750000
roundbox,software,operating,USA,NJ,,series-c+,2008-12-15,20000000
terrapass,web,operating,USA,CA,2004-10-01,venture,2007-06-13,5800000
dataminr,analytics,operating,USA,NY,2009-01-01,series-b,2012-09-24,16500000
coronado-biosciences,biotech,operating,USA,WA,,series-c+,2010-07-16,3900000
urban-remedy,health,operating,USA,CA,,angel,2012-11-16,1000000
aquantia,semiconductor,operating,USA,CA,2004-01-01,series-c+,2013-07-11,4427813
globallogic,software,operating,USA,VA,1998-01-01,private-equity,2012-08-14,12406813
huddler,web,operating,USA,CA,2007-04-01,angel,2008-05-01,750000
gomango-com,finance,operating,USA,CA,,angel,2012-12-01,150000
appconomy,mobile,operating,USA,TX,2010-11-01,other,2013-07-09,2987628
nusym-technology,semiconductor,operating,USA,CA,2004-01-01,other,2010-03-19,100000
greenvolts,cleantech,operating,USA,CA,2005-01-01,venture,2011-12-19,35000000
doubleverify,advertising,operating,USA,NY,2008-01-01,series-a,2009-05-18,3500000
organovo-holdings,biotech,ipo,USA,CA,,series-a,2013-01-04,7662675
lanx,biotech,operating,USA,CO,2003-01-01,angel,2011-12-12,150000
intalio,enterprise,operating,USA,CA,1999-07-01,venture,2007-09-20,3280000
roximity,mobile,operating,USA,CO,2012-01-01,angel,2012-07-11,500000
doggyloot,pets,operating,USA,IL,2010-12-01,series-a,2013-08-23,2500000
pingmd,health,operating,USA,NY,2009-01-01,series-b,2013-07-16,400000
alien-technology,semiconductor,operating,USA,CA,1994-01-01,series-c+,2008-10-06,38000000
twirl-tv,games_video,operating,USA,CA,2009-01-01,venture,2010-03-29,8762
fortiusone,analytics,acquired,USA,VA,2005-07-07,series-b,2007-05-01,5450000
napkin-labs,software,operating,USA,CO,2009-09-24,angel,2010-12-01,1100000
nexidia,analytics,operating,USA,GA,2000-01-01,venture,2009-12-09,501477
link-a-media-devices,semiconductor,closed,USA,CA,2004-01-01,venture,2012-03-20,13218498
carolus-therapeutics,biotech,operating,USA,CA,,other,2013-03-05,2250000
aponia-laboratories,biotech,operating,USA,CT,2010-01-01,venture,2013-01-31,3271712
exoprise,enterprise,operating,USA,MA,2009-10-01,venture,2013-01-04,3625089
romark-laboratories,biotech,operating,USA,FL,,venture,2013-05-16,150000
livegamer,games_video,operating,USA,NY,2007-01-01,series-a,2007-12-01,24000000
perfecto-mobile,mobile,operating,USA,MA,2006-01-01,series-c+,2012-10-16,15000000
huffingtonpost,news,acquired,USA,NY,2005-05-09,series-c+,2008-12-01,25000000
citizens-rx,health,operating,USA,IL,2010-01-01,venture,2012-06-08,200000
goal-zero,hardware,operating,USA,UT,2010-03-01,venture,2011-09-14,718691
acendi-interactive,security,operating,USA,CA,,series-b,2009-01-09,2090000
snagfilms,social,operating,USA,DC,2008-07-15,venture,2013-01-18,6000000
control4,hardware,ipo,USA,UT,2003-01-01,series-c+,2005-01-15,15000000
marketlive,ecommerce,operating,USA,CA,1995-01-01,series-c+,2008-05-05,20000000
coopers-sports-picks,sports,operating,USA,MD,2009-04-02,angel,2010-10-27,50000
pure-storage,enterprise,operating,USA,CA,2009-09-01,series-c+,2011-08-23,30000000
growlife,manufacturing,operating,USA,CA,1987-01-01,private-equity,2012-05-10,19210000
solarflare,enterprise,operating,USA,CA,2005-01-01,venture,2008-12-28,32000000
sand-9,mobile,operating,USA,MA,2007-06-01,series-c+,2013-01-04,21152684
kisstixx,ecommerce,operating,USA,UT,,venture,2012-03-03,200000
globaltmail-usa,enterprise,operating,USA,UT,2007-01-01,venture,2012-06-06,30000
medtrics-lab,biotech,operating,USA,NY,,other,2013-07-02,12000
boundary,enterprise,operating,USA,CA,2010-12-01,series-b,2012-07-10,15000000
tecogen,cleantech,operating,USA,MA,,venture,2011-07-14,500000
sonatype,software,operating,USA,MD,2008-01-01,series-a,2008-06-30,4300000
unidesk,software,operating,USA,MA,2007-12-01,series-b,2010-01-21,12050001
adaptivity,enterprise,operating,USA,NC,2007-01-01,venture,2011-09-20,6000000
onespot,advertising,operating,USA,TX,2005-01-01,other,2010-02-08,682151
sermo,health,acquired,USA,MA,2006-01-01,series-a,2006-09-01,3000000
loc-aid-3,enterprise,operating,USA,CA,2005-02-15,other,2010-02-10,1714223
localbonus,web,operating,USA,NY,2011-01-01,angel,2012-01-09,25000
sensys-networks,mobile,operating,USA,CA,2004-01-01,venture,2008-07-25,5000000
correlsense,software,operating,USA,MA,2005-01-01,venture,2008-06-23,3000000
pathwork-diagnostics,biotech,operating,USA,CA,2002-01-01,series-c+,2010-10-06,30000000
pocket-change,mobile,operating,USA,CA,,series-a,2012-07-11,5000000
duer-advanced-technology-and-aerospace,analytics,operating,USA,VA,,venture,2010-05-26,2000000
queplix,enterprise,operating,USA,CA,2004-01-01,series-a,2009-09-01,1500000
ocarina-networks,network_hosting,acquired,USA,CA,2007-02-01,series-b,2009-02-25,20000000
helicomm,network_hosting,operating,USA,CA,2002-01-01,venture,2006-03-21,1000000
med-tek,health,operating,USA,CA,,venture,2012-05-30,6620512
avm-biotechnology,biotech,operating,USA,WA,2008-01-01,venture,2013-06-03,708000
varonis-systems,software,operating,USA,NY,2005-01-01,series-b,2006-05-08,10140000
little-bird-inc,software,operating,USA,OR,2011-01-01,other,2012-04-09,50000
aperto-networks,mobile,acquired,USA,CA,1999-01-01,series-a,1999-01-01,7000000
crossfiber,manufacturing,operating,USA,CA,2001-01-01,series-c+,2012-09-12,13400000
tintri,software,operating,USA,CA,2008-01-01,venture,2011-03-24,17000000
adsage,advertising,operating,USA,WA,2007-01-01,venture,2011-10-03,20000000
deepdyve,web,operating,USA,CA,2005-01-01,series-a,2009-10-05,5000000
advanced-inquiry-systems-inc,semiconductor,operating,USA,OR,1999-01-01,venture,2012-02-10,697881
symphony-dynamo,biotech,acquired,USA,MD,2006-01-01,venture,2006-04-19,20000000
standing-cloud,enterprise,acquired,USA,CO,2009-01-01,series-b,2010-11-30,3000000
solarbridge-technologies,cleantech,operating,USA,TX,2004-01-01,series-b,2010-04-26,15000000
accendo-therapeutics,health,operating,USA,CA,2010-01-01,private-equity,2011-12-29,4000000
15five,software,operating,USA,CA,2011-05-01,venture,2013-01-15,1000000
interconnect-media-network-systems,software,operating,USA,VA,2009-01-01,venture,2012-08-08,164000
localresponse,advertising,operating,USA,NY,2010-01-01,series-b,2011-10-12,5000000
getbetter,health,operating,USA,CA,2012-07-13,angel,2012-07-01,300000
liquid-engines,software,operating,USA,CA,2001-01-01,series-c+,2006-09-07,5500000
iqmax,mobile,operating,USA,NC,1999-01-01,venture,2013-04-26,360000
glammedia,web,operating,USA,CA,2003-09-01,series-c+,2010-02-02,50000000
abbeypost,ecommerce,operating,USA,NY,2012-08-01,angel,2013-07-30,25000
consignd,ecommerce,operating,USA,NY,,angel,2013-01-07,40000
connexity,advertising,operating,USA,CA,2011-05-01,series-a,2012-08-02,3000000
resonant-vibes,web,operating,USA,KY,2004-01-01,venture,2008-11-25,350000
moat,search,operating,USA,NY,2010-01-01,series-a,2011-08-23,1500000
aggregateknowledge,advertising,operating,USA,CA,2006-03-01,series-a,2006-06-01,5000000
kareo,software,operating,USA,CA,2004-02-01,private-equity,2013-01-23,20500000
kapow-events,games_video,operating,USA,IL,,series-a,2012-12-04,900000
gosave,advertising,operating,USA,CA,,angel,2012-01-01,60000
trustcloud,enterprise,operating,USA,NY,2009-10-01,angel,2010-01-01,500000
higear,automotive,acquired,USA,CA,2011-01-01,angel,2011-10-07,1300000
rubiconproject,advertising,operating,USA,CA,2007-05-01,venture,2010-11-01,18000000
ascendx-spine,medical,operating,USA,FL,,venture,2012-10-24,45000
peertransfer,finance,operating,USA,MA,2009-07-31,angel,2010-10-28,1100000
tapulous,mobile,acquired,USA,CA,2008-02-01,series-a,2008-07-01,1800000
nu-tech-foods,hospitality,operating,USA,MN,2010-01-01,venture,2012-02-09,512500
flagtap,web,operating,USA,CA,2012-10-01,angel,2013-08-28,150000
browserling,software,operating,USA,CA,2011-03-11,angel,2011-03-01,55000
innovative-silicon,other,operating,USA,CA,2002-01-01,series-c+,2007-11-05,25000000
agios-pharmaceuticals,biotech,ipo,USA,MA,2008-01-01,series-c+,2011-11-17,78000000
mvalent,software,acquired,USA,CA,,series-c+,2005-12-05,6000000
paydiant,enterprise,operating,USA,MA,2010-01-01,series-c+,2013-09-09,15000000
seemore-interactive,mobile,operating,USA,OH,2012-01-01,other,2012-05-11,1200000
smilebox,photo_video,acquired,USA,WA,2000-08-28,series-b,2010-02-23,2000000
coferon,biotech,operating,USA,NY,2009-01-01,other,2011-12-08,216658
lolly-wolly-doodle,ecommerce,operating,USA,NC,,series-a,2011-12-15,1700000
digital-tech-frontier,software,operating,USA,AZ,1996-01-01,angel,2012-07-30,325000
page-foundry,software,operating,USA,IL,,other,2010-03-11,2000000
magnetic,advertising,operating,USA,NY,2008-01-01,angel,2009-03-16,1250000
groundcntrl,mobile,operating,USA,CA,2010-01-01,venture,2013-03-25,1000000
easy-metrics,software,operating,USA,WA,1996-01-01,private-equity,2013-09-20,3400003
the-echo-nest,music,operating,USA,MA,2005-07-14,venture,2010-10-05,7000000
aristos-logic,hardware,operating,USA,CA,2000-01-01,venture,2006-01-01,86000000
nextspace,web,operating,USA,CA,2008-06-01,angel,2013-01-17,825000
quanterix,biotech,operating,USA,MA,2007-01-01,series-a,2008-08-25,15000000
